Tinggi (cm),Berat (kg),Tingkat Aktivitas,Tujuan,Kategori,Durasi (menit),Kalori Terbakar,Umur,Jenis Kelamin,Rekomendasi Olahraga
167,44,Tinggi,Penurunan Berat Badan,Kekuatan,74,555,52,Pria,Angkat Beban
169,63,Sedang,Peningkatan Massa Otot,Kekuatan,30,297,34,Pria,Angkat Beban
199,62,Rendah,Penurunan Berat Badan,Kardio,85,249,18,Pria,Lari
155,100,Tinggi,Penurunan Berat Badan,Fleksibilitas,82,632,42,Pria,Senam
185,55,Sedang,Peningkatan Massa Otot,Kekuatan,55,540,36,Pria,Angkat Beban
192,119,Rendah,Peningkatan Massa Otot,Fleksibilitas,41,249,34,Wanita,Senam
171,43,Tinggi,Peningkatan Massa Otot,Fleksibilitas,34,571,21,Pria,Senam
172,99,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,83,288,53,Wanita,Senam
180,99,Tinggi,Penurunan Berat Badan,Fleksibilitas,71,167,65,Pria,Senam
145,60,Sedang,Pemeliharaan Kebugaran,Kekuatan,86,529,60,Wanita,Angkat Beban
161,68,Tinggi,Peningkatan Massa Otot,Fleksibilitas,73,318,27,Pria,Senam
199,80,Tinggi,Penurunan Berat Badan,Fleksibilitas,57,236,37,Pria,Senam
144,115,Sedang,Penurunan Berat Badan,Fleksibilitas,31,376,50,Pria,Senam
148,43,Tinggi,Penurunan Berat Badan,Kekuatan,56,311,49,Wanita,Angkat Beban
190,116,Sedang,Peningkatan Massa Otot,Kardio,85,339,40,Pria,Bersepeda
190,86,Sedang,Peningkatan Massa Otot,Kardio,78,160,50,Pria,Bersepeda
197,41,Tinggi,Pemeliharaan Kebugaran,Kekuatan,64,455,40,Pria,Angkat Beban
148,100,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,43,315,56,Wanita,Senam
188,60,Rendah,Penurunan Berat Badan,Kardio,31,590,31,Wanita,Lari
170,55,Sedang,Pemeliharaan Kebugaran,Kardio,57,300,36,Pria,Bersepeda
158,62,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,88,178,30,Wanita,Senam
162,113,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,68,155,28,Wanita,Senam
152,115,Sedang,Peningkatan Massa Otot,Kardio,86,670,29,Wanita,Bersepeda
146,46,Sedang,Peningkatan Massa Otot,Kardio,65,586,32,Pria,Bersepeda
155,58,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,65,313,61,Wanita,Senam
169,93,Sedang,Penurunan Berat Badan,Kekuatan,87,624,65,Wanita,Angkat Beban
182,80,Sedang,Penurunan Berat Badan,Kekuatan,77,536,54,Pria,Angkat Beban
196,40,Sedang,Peningkatan Massa Otot,Fleksibilitas,35,303,64,Pria,Senam
168,68,Sedang,Penurunan Berat Badan,Kekuatan,31,604,63,Pria,Angkat Beban
166,110,Sedang,Peningkatan Massa Otot,Kekuatan,67,213,34,Pria,Angkat Beban
200,87,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,32,246,33,Pria,Senam
170,99,Sedang,Pemeliharaan Kebugaran,Kardio,54,637,51,Pria,Bersepeda
162,58,Sedang,Penurunan Berat Badan,Fleksibilitas,80,290,52,Wanita,Senam
150,42,Tinggi,Peningkatan Massa Otot,Kekuatan,61,404,18,Pria,Angkat Beban
183,80,Tinggi,Penurunan Berat Badan,Kardio,67,244,28,Pria,Lari
185,51,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,76,381,41,Wanita,Senam
173,59,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,50,606,50,Pria,Senam
175,75,Rendah,Peningkatan Massa Otot,Fleksibilitas,45,282,28,Wanita,Senam
176,100,Rendah,Peningkatan Massa Otot,Kardio,86,362,43,Wanita,Bersepeda
164,53,Sedang,Penurunan Berat Badan,Fleksibilitas,58,542,22,Wanita,Senam
180,61,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,34,551,65,Pria,Senam
168,118,Rendah,Pemeliharaan Kebugaran,Kekuatan,85,291,55,Pria,Angkat Beban
164,46,Tinggi,Penurunan Berat Badan,Fleksibilitas,82,435,48,Wanita,Senam
172,110,Tinggi,Penurunan Berat Badan,Kekuatan,75,355,28,Pria,Angkat Beban
153,78,Sedang,Pemeliharaan Kebugaran,Kardio,46,171,31,Pria,Bersepeda
190,109,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,53,419,32,Wanita,Senam
189,87,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,59,504,64,Pria,Senam
164,70,Tinggi,Penurunan Berat Badan,Fleksibilitas,43,646,21,Pria,Senam
181,90,Sedang,Penurunan Berat Badan,Kardio,51,487,28,Wanita,Lari
147,43,Tinggi,Penurunan Berat Badan,Fleksibilitas,73,188,27,Pria,Senam
173,50,Tinggi,Penurunan Berat Badan,Kekuatan,68,651,34,Wanita,Angkat Beban
176,73,Tinggi,Peningkatan Massa Otot,Fleksibilitas,40,289,42,Wanita,Senam
160,55,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,55,529,26,Wanita,Senam
159,43,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,77,393,23,Pria,Senam
177,114,Rendah,Peningkatan Massa Otot,Kekuatan,46,429,51,Wanita,Angkat Beban
175,106,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,34,265,30,Pria,Senam
193,117,Sedang,Pemeliharaan Kebugaran,Kardio,33,608,58,Pria,Bersepeda
181,69,Sedang,Pemeliharaan Kebugaran,Kardio,74,266,38,Wanita,Bersepeda
197,72,Sedang,Penurunan Berat Badan,Kekuatan,37,206,38,Wanita,Angkat Beban
175,45,Tinggi,Pemeliharaan Kebugaran,Kardio,50,447,61,Wanita,Bersepeda
199,64,Sedang,Peningkatan Massa Otot,Kekuatan,79,610,60,Pria,Angkat Beban
195,57,Rendah,Penurunan Berat Badan,Fleksibilitas,41,221,25,Wanita,Senam
144,51,Sedang,Peningkatan Massa Otot,Fleksibilitas,62,435,44,Pria,Senam
152,97,Rendah,Peningkatan Massa Otot,Kekuatan,32,546,18,Wanita,Angkat Beban
164,117,Rendah,Peningkatan Massa Otot,Kekuatan,64,163,57,Pria,Angkat Beban
155,99,Tinggi,Peningkatan Massa Otot,Fleksibilitas,36,451,61,Wanita,Senam
168,106,Sedang,Penurunan Berat Badan,Fleksibilitas,76,658,57,Wanita,Senam
168,45,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,44,162,36,Wanita,Senam
144,44,Sedang,Peningkatan Massa Otot,Fleksibilitas,59,641,51,Pria,Senam
172,96,Rendah,Pemeliharaan Kebugaran,Kardio,34,234,56,Pria,Bersepeda
140,45,Tinggi,Penurunan Berat Badan,Kekuatan,37,529,46,Pria,Angkat Beban
153,65,Rendah,Peningkatan Massa Otot,Kekuatan,80,470,19,Wanita,Angkat Beban
165,117,Sedang,Penurunan Berat Badan,Fleksibilitas,40,508,26,Wanita,Senam
184,62,Rendah,Pemeliharaan Kebugaran,Kardio,44,377,61,Wanita,Bersepeda
176,103,Tinggi,Pemeliharaan Kebugaran,Kardio,83,195,36,Pria,Bersepeda
153,111,Sedang,Penurunan Berat Badan,Kardio,81,395,32,Pria,Lari
174,59,Sedang,Peningkatan Massa Otot,Kardio,46,298,25,Pria,Bersepeda
171,103,Sedang,Penurunan Berat Badan,Kardio,82,358,39,Wanita,Lari
182,113,Tinggi,Peningkatan Massa Otot,Fleksibilitas,55,432,42,Wanita,Senam
141,44,Tinggi,Penurunan Berat Badan,Kardio,65,507,60,Pria,Lari
192,88,Rendah,Pemeliharaan Kebugaran,Kardio,65,452,37,Wanita,Bersepeda
176,67,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,45,270,35,Pria,Senam
184,67,Sedang,Peningkatan Massa Otot,Fleksibilitas,90,527,59,Wanita,Senam
181,85,Sedang,Pemeliharaan Kebugaran,Kekuatan,38,189,59,Pria,Angkat Beban
164,70,Tinggi,Penurunan Berat Badan,Fleksibilitas,43,308,36,Wanita,Senam
173,66,Rendah,Pemeliharaan Kebugaran,Kardio,71,327,52,Pria,Bersepeda
184,65,Tinggi,Penurunan Berat Badan,Kardio,60,363,65,Pria,Lari
172,65,Sedang,Penurunan Berat Badan,Fleksibilitas,30,661,40,Wanita,Senam
200,84,Rendah,Pemeliharaan Kebugaran,Kekuatan,61,541,22,Pria,Angkat Beban
184,114,Tinggi,Peningkatan Massa Otot,Kekuatan,35,406,22,Pria,Angkat Beban
165,52,Sedang,Pemeliharaan Kebugaran,Kekuatan,31,695,36,Pria,Angkat Beban
155,78,Rendah,Peningkatan Massa Otot,Kekuatan,84,397,28,Pria,Angkat Beban
177,67,Tinggi,Penurunan Berat Badan,Fleksibilitas,70,573,50,Pria,Senam
197,93,Sedang,Penurunan Berat Badan,Kardio,46,314,32,Pria,Lari
162,40,Sedang,Penurunan Berat Badan,Fleksibilitas,46,594,47,Wanita,Senam
160,62,Tinggi,Peningkatan Massa Otot,Kardio,84,577,42,Wanita,Bersepeda
167,59,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,41,652,37,Wanita,Senam
163,49,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,70,325,51,Wanita,Senam
178,66,Rendah,Peningkatan Massa Otot,Kardio,58,548,23,Pria,Bersepeda
185,55,Sedang,Penurunan Berat Badan,Kekuatan,48,591,45,Wanita,Angkat Beban
164,82,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,62,332,38,Pria,Senam
198,104,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,70,475,50,Pria,Senam
183,92,Rendah,Penurunan Berat Badan,Kardio,89,520,52,Pria,Lari
142,68,Sedang,Penurunan Berat Badan,Kekuatan,46,339,50,Wanita,Angkat Beban
145,105,Rendah,Peningkatan Massa Otot,Fleksibilitas,32,413,24,Pria,Senam
197,89,Tinggi,Pemeliharaan Kebugaran,Kekuatan,46,672,57,Wanita,Angkat Beban
194,40,Rendah,Penurunan Berat Badan,Fleksibilitas,72,302,32,Wanita,Senam
185,115,Tinggi,Peningkatan Massa Otot,Kardio,45,338,35,Wanita,Bersepeda
167,88,Sedang,Peningkatan Massa Otot,Kekuatan,55,553,31,Pria,Angkat Beban
176,49,Tinggi,Peningkatan Massa Otot,Kekuatan,40,687,35,Pria,Angkat Beban
168,101,Tinggi,Peningkatan Massa Otot,Kekuatan,55,247,48,Wanita,Angkat Beban
168,74,Rendah,Penurunan Berat Badan,Fleksibilitas,36,346,34,Pria,Senam
182,110,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,70,354,65,Pria,Senam
140,66,Tinggi,Peningkatan Massa Otot,Fleksibilitas,59,690,21,Wanita,Senam
169,108,Tinggi,Penurunan Berat Badan,Kardio,66,690,50,Pria,Lari
179,71,Tinggi,Penurunan Berat Badan,Kardio,57,546,56,Wanita,Lari
151,99,Rendah,Penurunan Berat Badan,Kardio,61,681,22,Pria,Lari
197,106,Tinggi,Peningkatan Massa Otot,Kardio,33,670,37,Wanita,Bersepeda
176,68,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,47,455,53,Pria,Senam
159,57,Rendah,Pemeliharaan Kebugaran,Kardio,34,562,28,Wanita,Bersepeda
145,120,Tinggi,Penurunan Berat Badan,Kardio,32,298,21,Pria,Lari
184,47,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,52,219,40,Pria,Senam
156,82,Rendah,Penurunan Berat Badan,Kardio,54,164,44,Wanita,Lari
195,58,Sedang,Penurunan Berat Badan,Fleksibilitas,45,667,25,Pria,Senam
147,75,Rendah,Pemeliharaan Kebugaran,Kardio,39,569,49,Wanita,Bersepeda
171,120,Rendah,Pemeliharaan Kebugaran,Kardio,88,197,45,Pria,Bersepeda
153,45,Tinggi,Penurunan Berat Badan,Kardio,67,672,60,Wanita,Lari
200,41,Sedang,Penurunan Berat Badan,Kekuatan,51,692,53,Pria,Angkat Beban
188,92,Tinggi,Pemeliharaan Kebugaran,Kardio,41,420,44,Pria,Bersepeda
144,88,Tinggi,Peningkatan Massa Otot,Fleksibilitas,67,269,63,Pria,Senam
176,48,Rendah,Pemeliharaan Kebugaran,Kardio,34,601,30,Wanita,Bersepeda
179,99,Tinggi,Peningkatan Massa Otot,Fleksibilitas,51,432,40,Pria,Senam
160,100,Rendah,Peningkatan Massa Otot,Fleksibilitas,48,577,61,Wanita,Senam
178,108,Sedang,Penurunan Berat Badan,Fleksibilitas,47,607,46,Pria,Senam
168,60,Rendah,Penurunan Berat Badan,Kekuatan,85,570,36,Pria,Angkat Beban
196,44,Rendah,Pemeliharaan Kebugaran,Kardio,56,472,59,Wanita,Bersepeda
155,81,Tinggi,Peningkatan Massa Otot,Kardio,32,427,44,Pria,Bersepeda
154,109,Tinggi,Penurunan Berat Badan,Kekuatan,42,479,54,Pria,Angkat Beban
156,65,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,69,572,23,Pria,Senam
197,100,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,30,262,26,Wanita,Senam
143,58,Sedang,Pemeliharaan Kebugaran,Kardio,60,314,57,Pria,Bersepeda
159,81,Rendah,Pemeliharaan Kebugaran,Kekuatan,60,360,32,Pria,Angkat Beban
191,81,Rendah,Penurunan Berat Badan,Kekuatan,87,490,46,Pria,Angkat Beban
178,87,Tinggi,Peningkatan Massa Otot,Fleksibilitas,67,558,64,Pria,Senam
168,64,Tinggi,Penurunan Berat Badan,Kardio,70,687,41,Pria,Lari
158,94,Sedang,Peningkatan Massa Otot,Fleksibilitas,55,691,59,Wanita,Senam
181,41,Rendah,Pemeliharaan Kebugaran,Kekuatan,30,575,29,Pria,Angkat Beban
164,99,Rendah,Pemeliharaan Kebugaran,Kekuatan,89,420,60,Wanita,Angkat Beban
186,58,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,45,661,62,Wanita,Senam
181,88,Rendah,Pemeliharaan Kebugaran,Kekuatan,53,161,58,Wanita,Angkat Beban
190,55,Sedang,Pemeliharaan Kebugaran,Kekuatan,81,328,56,Wanita,Angkat Beban
153,59,Rendah,Pemeliharaan Kebugaran,Kardio,61,423,63,Wanita,Bersepeda
196,75,Tinggi,Penurunan Berat Badan,Kardio,70,532,31,Wanita,Lari
144,47,Sedang,Penurunan Berat Badan,Kardio,75,440,46,Pria,Lari
148,61,Tinggi,Peningkatan Massa Otot,Kekuatan,78,684,49,Wanita,Angkat Beban
197,63,Sedang,Penurunan Berat Badan,Fleksibilitas,83,203,31,Wanita,Senam
160,44,Rendah,Penurunan Berat Badan,Fleksibilitas,59,691,24,Wanita,Senam
160,101,Tinggi,Penurunan Berat Badan,Fleksibilitas,43,246,58,Wanita,Senam
177,40,Rendah,Penurunan Berat Badan,Kekuatan,76,605,30,Wanita,Angkat Beban
193,76,Rendah,Pemeliharaan Kebugaran,Kekuatan,87,330,56,Pria,Angkat Beban
181,54,Sedang,Peningkatan Massa Otot,Kekuatan,35,507,34,Pria,Angkat Beban
198,81,Rendah,Peningkatan Massa Otot,Fleksibilitas,52,362,35,Pria,Senam
150,68,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,68,443,30,Wanita,Senam
150,106,Sedang,Penurunan Berat Badan,Kardio,30,207,32,Pria,Lari
195,86,Sedang,Peningkatan Massa Otot,Kekuatan,31,391,41,Pria,Angkat Beban
192,42,Rendah,Peningkatan Massa Otot,Fleksibilitas,43,401,22,Wanita,Senam
187,41,Sedang,Pemeliharaan Kebugaran,Kekuatan,77,626,23,Pria,Angkat Beban
197,65,Sedang,Penurunan Berat Badan,Fleksibilitas,65,476,63,Pria,Senam
166,52,Rendah,Penurunan Berat Badan,Kekuatan,77,620,20,Wanita,Angkat Beban
176,117,Sedang,Pemeliharaan Kebugaran,Kardio,33,301,40,Pria,Bersepeda
173,71,Tinggi,Pemeliharaan Kebugaran,Kardio,70,657,49,Pria,Bersepeda
198,79,Sedang,Peningkatan Massa Otot,Kekuatan,74,182,25,Wanita,Angkat Beban
186,95,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,60,222,59,Pria,Senam
176,67,Rendah,Pemeliharaan Kebugaran,Kekuatan,60,593,32,Pria,Angkat Beban
146,77,Rendah,Peningkatan Massa Otot,Kekuatan,30,301,37,Pria,Angkat Beban
182,94,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,85,260,62,Pria,Senam
144,84,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,45,356,53,Wanita,Senam
193,40,Tinggi,Penurunan Berat Badan,Kardio,60,652,53,Pria,Lari
176,81,Rendah,Penurunan Berat Badan,Kekuatan,75,680,58,Pria,Angkat Beban
153,97,Rendah,Peningkatan Massa Otot,Fleksibilitas,52,240,64,Wanita,Senam
143,115,Rendah,Penurunan Berat Badan,Kekuatan,60,482,51,Pria,Angkat Beban
140,54,Rendah,Penurunan Berat Badan,Kekuatan,82,312,65,Pria,Angkat Beban
172,59,Rendah,Penurunan Berat Badan,Fleksibilitas,59,406,32,Pria,Senam
189,67,Rendah,Penurunan Berat Badan,Kardio,67,378,46,Wanita,Lari
186,90,Sedang,Pemeliharaan Kebugaran,Kekuatan,85,265,48,Wanita,Angkat Beban
181,114,Sedang,Peningkatan Massa Otot,Fleksibilitas,90,693,33,Pria,Senam
170,56,Sedang,Penurunan Berat Badan,Kardio,67,544,56,Wanita,Lari
195,119,Sedang,Pemeliharaan Kebugaran,Kardio,81,556,28,Pria,Bersepeda
193,62,Sedang,Penurunan Berat Badan,Kardio,47,657,22,Wanita,Lari
180,52,Sedang,Pemeliharaan Kebugaran,Kekuatan,66,169,29,Wanita,Angkat Beban
171,48,Sedang,Peningkatan Massa Otot,Kekuatan,65,449,60,Wanita,Angkat Beban
150,106,Tinggi,Penurunan Berat Badan,Kekuatan,86,417,31,Wanita,Angkat Beban
191,111,Rendah,Peningkatan Massa Otot,Kardio,69,674,32,Pria,Bersepeda
180,120,Rendah,Peningkatan Massa Otot,Fleksibilitas,82,658,30,Wanita,Senam
173,50,Sedang,Penurunan Berat Badan,Kekuatan,56,499,35,Wanita,Angkat Beban
172,92,Sedang,Pemeliharaan Kebugaran,Kardio,52,408,45,Wanita,Bersepeda
181,55,Rendah,Peningkatan Massa Otot,Kardio,67,673,40,Wanita,Bersepeda
175,86,Rendah,Peningkatan Massa Otot,Kekuatan,62,256,30,Pria,Angkat Beban
149,120,Tinggi,Peningkatan Massa Otot,Kardio,87,393,41,Pria,Bersepeda
166,57,Sedang,Penurunan Berat Badan,Fleksibilitas,31,697,63,Pria,Senam
164,40,Tinggi,Peningkatan Massa Otot,Kekuatan,62,656,56,Wanita,Angkat Beban
155,88,Rendah,Peningkatan Massa Otot,Kardio,35,580,27,Wanita,Bersepeda
194,50,Rendah,Pemeliharaan Kebugaran,Kardio,69,395,25,Pria,Bersepeda
185,102,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,40,172,62,Pria,Senam
199,66,Tinggi,Pemeliharaan Kebugaran,Kekuatan,48,193,38,Pria,Angkat Beban
163,82,Sedang,Pemeliharaan Kebugaran,Kardio,88,153,20,Pria,Bersepeda
144,87,Tinggi,Peningkatan Massa Otot,Kekuatan,66,209,26,Pria,Angkat Beban
181,84,Rendah,Penurunan Berat Badan,Fleksibilitas,64,194,47,Wanita,Senam
169,119,Sedang,Penurunan Berat Badan,Kardio,88,262,31,Wanita,Lari
158,43,Sedang,Peningkatan Massa Otot,Fleksibilitas,59,331,63,Wanita,Senam
169,79,Sedang,Peningkatan Massa Otot,Kekuatan,47,307,50,Pria,Angkat Beban
148,111,Sedang,Penurunan Berat Badan,Kekuatan,81,468,56,Pria,Angkat Beban
162,101,Tinggi,Peningkatan Massa Otot,Kekuatan,34,221,59,Pria,Angkat Beban
185,61,Tinggi,Peningkatan Massa Otot,Kekuatan,59,417,28,Wanita,Angkat Beban
165,59,Rendah,Peningkatan Massa Otot,Kardio,82,249,40,Wanita,Bersepeda
174,52,Sedang,Peningkatan Massa Otot,Fleksibilitas,47,634,33,Pria,Senam
140,75,Rendah,Peningkatan Massa Otot,Kardio,49,248,63,Wanita,Bersepeda
185,57,Sedang,Peningkatan Massa Otot,Fleksibilitas,32,650,49,Wanita,Senam
146,102,Sedang,Pemeliharaan Kebugaran,Kardio,44,285,65,Wanita,Bersepeda
198,73,Sedang,Penurunan Berat Badan,Kardio,85,563,38,Wanita,Lari
189,98,Sedang,Pemeliharaan Kebugaran,Kekuatan,72,639,21,Wanita,Angkat Beban
184,104,Rendah,Peningkatan Massa Otot,Fleksibilitas,42,584,27,Pria,Senam
191,65,Sedang,Penurunan Berat Badan,Kekuatan,41,670,18,Pria,Angkat Beban
153,116,Tinggi,Pemeliharaan Kebugaran,Kekuatan,61,213,43,Wanita,Angkat Beban
163,51,Sedang,Pemeliharaan Kebugaran,Kardio,57,629,28,Pria,Bersepeda
165,84,Sedang,Peningkatan Massa Otot,Kardio,54,506,57,Wanita,Bersepeda
168,68,Sedang,Peningkatan Massa Otot,Kekuatan,54,446,48,Wanita,Angkat Beban
194,112,Tinggi,Peningkatan Massa Otot,Kardio,83,626,41,Pria,Bersepeda
181,54,Sedang,Penurunan Berat Badan,Fleksibilitas,49,196,53,Pria,Senam
196,112,Tinggi,Penurunan Berat Badan,Kekuatan,53,686,60,Wanita,Angkat Beban
148,82,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,72,302,31,Wanita,Senam
171,41,Tinggi,Peningkatan Massa Otot,Kardio,38,300,53,Pria,Bersepeda
194,90,Sedang,Penurunan Berat Badan,Kekuatan,47,178,34,Wanita,Angkat Beban
171,44,Sedang,Penurunan Berat Badan,Fleksibilitas,53,271,50,Wanita,Senam
191,76,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,87,551,53,Pria,Senam
179,51,Sedang,Pemeliharaan Kebugaran,Kekuatan,31,321,59,Pria,Angkat Beban
162,65,Rendah,Penurunan Berat Badan,Kardio,41,293,38,Wanita,Lari
186,120,Rendah,Pemeliharaan Kebugaran,Kardio,38,685,50,Pria,Bersepeda
174,115,Sedang,Pemeliharaan Kebugaran,Kekuatan,87,182,58,Wanita,Angkat Beban
182,80,Sedang,Pemeliharaan Kebugaran,Kekuatan,77,416,43,Wanita,Angkat Beban
144,88,Tinggi,Penurunan Berat Badan,Kardio,85,337,31,Pria,Lari
193,105,Sedang,Peningkatan Massa Otot,Kardio,50,160,32,Wanita,Bersepeda
176,46,Rendah,Peningkatan Massa Otot,Kekuatan,55,522,58,Wanita,Angkat Beban
140,72,Rendah,Penurunan Berat Badan,Fleksibilitas,62,456,27,Wanita,Senam
143,95,Tinggi,Peningkatan Massa Otot,Fleksibilitas,34,390,37,Pria,Senam
148,81,Rendah,Pemeliharaan Kebugaran,Kardio,89,379,53,Wanita,Bersepeda
145,42,Tinggi,Peningkatan Massa Otot,Fleksibilitas,67,591,53,Pria,Senam
169,65,Rendah,Penurunan Berat Badan,Fleksibilitas,81,202,35,Pria,Senam
154,64,Rendah,Pemeliharaan Kebugaran,Kekuatan,72,483,47,Wanita,Angkat Beban
164,41,Tinggi,Pemeliharaan Kebugaran,Kekuatan,44,211,50,Pria,Angkat Beban
170,45,Sedang,Peningkatan Massa Otot,Fleksibilitas,39,322,42,Pria,Senam
193,83,Sedang,Peningkatan Massa Otot,Kardio,45,154,47,Pria,Bersepeda
163,60,Sedang,Penurunan Berat Badan,Kekuatan,82,158,42,Wanita,Angkat Beban
141,114,Rendah,Peningkatan Massa Otot,Fleksibilitas,59,503,56,Pria,Senam
177,47,Tinggi,Penurunan Berat Badan,Kardio,40,386,25,Pria,Lari
151,104,Tinggi,Peningkatan Massa Otot,Kardio,33,462,29,Wanita,Bersepeda
197,113,Sedang,Pemeliharaan Kebugaran,Kardio,41,502,18,Wanita,Bersepeda
193,50,Tinggi,Penurunan Berat Badan,Fleksibilitas,69,186,31,Wanita,Senam
163,90,Rendah,Pemeliharaan Kebugaran,Kekuatan,64,498,47,Pria,Angkat Beban
182,72,Sedang,Penurunan Berat Badan,Fleksibilitas,58,511,34,Pria,Senam
183,103,Sedang,Peningkatan Massa Otot,Fleksibilitas,58,610,61,Wanita,Senam
145,97,Tinggi,Peningkatan Massa Otot,Fleksibilitas,44,300,54,Pria,Senam
142,91,Tinggi,Penurunan Berat Badan,Fleksibilitas,38,370,33,Pria,Senam
197,71,Rendah,Pemeliharaan Kebugaran,Kardio,35,676,18,Wanita,Bersepeda
155,52,Tinggi,Peningkatan Massa Otot,Fleksibilitas,40,259,52,Wanita,Senam
144,50,Sedang,Peningkatan Massa Otot,Kardio,44,407,41,Pria,Bersepeda
165,44,Sedang,Penurunan Berat Badan,Kekuatan,39,403,62,Wanita,Angkat Beban
147,71,Tinggi,Peningkatan Massa Otot,Kardio,49,561,58,Wanita,Bersepeda
175,101,Rendah,Penurunan Berat Badan,Fleksibilitas,34,154,31,Wanita,Senam
165,115,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,35,279,37,Wanita,Senam
197,117,Tinggi,Peningkatan Massa Otot,Kekuatan,73,680,25,Wanita,Angkat Beban
167,69,Sedang,Peningkatan Massa Otot,Fleksibilitas,76,605,19,Pria,Senam
197,105,Rendah,Peningkatan Massa Otot,Kardio,51,665,55,Pria,Bersepeda
193,50,Rendah,Peningkatan Massa Otot,Kekuatan,81,215,24,Pria,Angkat Beban
152,96,Sedang,Penurunan Berat Badan,Kekuatan,53,589,60,Wanita,Angkat Beban
194,63,Sedang,Penurunan Berat Badan,Fleksibilitas,75,464,45,Wanita,Senam
147,67,Sedang,Peningkatan Massa Otot,Fleksibilitas,70,628,37,Pria,Senam
179,72,Rendah,Penurunan Berat Badan,Kardio,74,216,55,Pria,Lari
175,89,Sedang,Peningkatan Massa Otot,Kardio,80,641,62,Wanita,Bersepeda
193,105,Sedang,Peningkatan Massa Otot,Fleksibilitas,81,284,49,Wanita,Senam
182,95,Sedang,Penurunan Berat Badan,Kekuatan,84,472,31,Pria,Angkat Beban
200,67,Tinggi,Penurunan Berat Badan,Fleksibilitas,86,324,49,Wanita,Senam
165,92,Tinggi,Penurunan Berat Badan,Kardio,31,364,47,Pria,Lari
147,70,Rendah,Pemeliharaan Kebugaran,Kardio,67,228,53,Wanita,Bersepeda
174,109,Sedang,Pemeliharaan Kebugaran,Kekuatan,33,589,65,Wanita,Angkat Beban
175,58,Rendah,Pemeliharaan Kebugaran,Kardio,32,429,54,Wanita,Bersepeda
155,98,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,63,490,41,Wanita,Senam
162,69,Sedang,Penurunan Berat Badan,Fleksibilitas,62,316,38,Pria,Senam
155,45,Sedang,Penurunan Berat Badan,Kardio,82,693,56,Wanita,Lari
158,49,Sedang,Penurunan Berat Badan,Kardio,71,216,36,Pria,Lari
189,54,Sedang,Penurunan Berat Badan,Kardio,31,357,33,Wanita,Lari
150,74,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,78,567,24,Wanita,Senam
159,67,Rendah,Penurunan Berat Badan,Kekuatan,69,182,48,Wanita,Angkat Beban
187,68,Tinggi,Peningkatan Massa Otot,Fleksibilitas,69,412,20,Wanita,Senam
200,119,Rendah,Pemeliharaan Kebugaran,Kekuatan,53,689,47,Wanita,Angkat Beban
183,42,Rendah,Pemeliharaan Kebugaran,Kardio,82,699,49,Wanita,Bersepeda
178,99,Rendah,Pemeliharaan Kebugaran,Kardio,72,452,28,Wanita,Bersepeda
184,49,Rendah,Peningkatan Massa Otot,Fleksibilitas,74,449,50,Wanita,Senam
160,59,Rendah,Penurunan Berat Badan,Kardio,74,454,49,Pria,Lari
199,71,Tinggi,Pemeliharaan Kebugaran,Kardio,35,291,34,Pria,Bersepeda
153,78,Sedang,Peningkatan Massa Otot,Kardio,82,158,19,Pria,Bersepeda
197,69,Sedang,Pemeliharaan Kebugaran,Kardio,74,517,26,Pria,Bersepeda
